producers,consumers,items_per_producer,capacity,total_duration_s,ops_per_second,avg_latency_ms
1,1,100,10,17.244507049996173,11.597896038439927,171.42438236496673
2,2,100,10,29.900315956998384,13.377785056695267,297.0852193399696
4,4,100,10,57.1918253180047,13.988013069206064,565.7365743038372
2,2,500,10,144.3266386039977,13.857455694562278,288.08109764000983
2,2,100,5,27.84906393599522,14.363139849845927,275.1321637647743
8,8,50,20,60.658279244998994,13.188636571255135,1193.215417403726
